index,X,Y,OBJECTID,ID,name,address,city,state,zip,ZIP4,TELEPHONE,type,status,population,county,COUNTYFIPS,COUNTRY,latitude,longitude,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,owner,TTL_STAFF,beds,TRAUMA,helipad
3788,-13624155.1802113,4951413.24284867,3909,42796001,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE STREET,REDDING,CA,96001,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,246,SHASTA,06089,USA,40.5856318210001,-122.387868316,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.shastaregional.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,246,NOT AVAILABLE,Y
3789,-13180922.3174974,4489694.42095434,3910,32093514,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,INYO,06027,USA,37.362061872,-118.406239766,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.nih.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,N
3793,-13243654.6251807,4215983.46771187,3914,22793306,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,222,KERN,06029,USA,35.382498845,-118.969773674,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kernmedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,222,LEVEL II,Y
3794,-13181006.0258583,4250517.34246581,3915,22893240,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVENUE,LAKE ISABELLA,CA,93240,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,101,KERN,06029,USA,35.635028295,-118.406991731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kvhd.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,101,NOT AVAILABLE,Y
3796,-13813767.9961248,4997022.10207214,3917,27195521,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,CA,95521,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,78,HUMBOLDT,06023,USA,40.896056586,-124.091189222,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.madriverhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,78,NOT AVAILABLE,Y
3798,-12865051.9809728,3866196.47214597,3919,12092243,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,161,IMPERIAL,06025,USA,32.780434681,-115.568728255,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.ecrmc.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,161,LEVEL IV,Y
3799,-12863390.0249465,3889875.4976487,3920,34992227,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 W LEGION RD,BRAWLEY,CA,92227,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,107,IMPERIAL,06025,USA,32.9590929730001,-115.55379865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.pmhd.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,107,LEVEL IV,Y
3800,-13539979.8697867,4397200.64732572,3921,31393906,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,172,MONTEREY,06053,USA,36.6987604650001,-121.631708637,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2021/05/24 00:00:00+00,http://www.natividad.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,172,LEVEL II,Y
3804,-13125609.3834102,4004622.21517578,3925,52892805,ANAHEIM GLOBAL MEDICAL CENTER,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,CA,92805,NOT AVAILABLE,(714) 533-6220,GENERAL ACUTE CARE,OPEN,189,ORANGE,06059,USA,33.8197332600001,-117.909355225,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.anaheim-gmc.com/,NOT AVAILABLE,WESTERN MEDICAL ANAHEIM,6,PROPRIETARY,-999,189,NOT AVAILABLE,N
3805,-13469326.7308253,4532229.799251,3926,10495350,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,NOT AVAILABLE,(209) 578-1211,GENERAL ACUTE CARE,OPEN,394,STANISLAUS,06099,USA,37.665147604,-120.997020691,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.dmc-modesto.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,394,LEVEL II,Y
3807,-13250065.1518652,4310056.08400389,3928,43293257,SIERRA VIEW MEDICAL CENTER,465 WEST PUTNAM AVENUE,PORTERVILLE,CA,93257,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,167,TULARE,06107,USA,36.068537173,-119.027360415,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sierra-view.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,167,NOT AVAILABLE,N
3859,-13026484.5598943,4149461.93303368,3982,3392311,BARSTOW COMMUNITY HOSPITAL,555 SOUTH 7TH AVENUE,BARSTOW,CA,92311,NOT AVAILABLE,(760) 256-1761,GENERAL ACUTE CARE,CLOSED,23,SAN BERNARDINO,06071,USA,34.8938264930001,-117.018901785,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/products/listings.html,2012/08/13 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.barstowhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,23,NOT AVAILABLE,Y
3860,-13100748.4354838,4032251.80538959,3983,6791710,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVENUE,CHINO,CA,91710,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,126,SAN BERNARDINO,06071,USA,34.025687901,-117.68602553,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.cvmc.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,126,NOT AVAILABLE,N
3861,-13057571.2431487,4092411.82803331,3984,10192392,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,148,SAN BERNARDINO,06071,USA,34.4724019430001,-117.298158212,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.dvmc.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,148,NOT AVAILABLE,Y
3867,-13275086.7953766,4066104.45821728,3990,51793003,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVE,VENTURA,CA,93003,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,223,VENTURA,06111,USA,34.2773501990001,-119.252133663,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.vchca.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,223,LEVEL II,Y
3872,-13153380.3457227,4121598.42464662,3995,1993534,ANTELOPE VALLEY HOSPITAL,1600 WEST AVENUE J,LANCASTER,CA,93534,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,420,LOS ANGELES,06037,USA,34.6882689760001,-118.158826024,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.avhospital.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,420,LEVEL II,Y
3875,-13189915.2006675,4049933.37365959,3998,12391436,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BOULEVARD,ENCINO,CA,91436,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,148,LOS ANGELES,06037,USA,34.157227103,-118.48702421,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.encinomed.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,148,NOT AVAILABLE,N
3876,-13168034.9365247,4041760.40611795,3999,17290027,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,CA,90027,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,434,LOS ANGELES,06037,USA,34.0964510210001,-118.290470453,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hollywoodpresbyterian.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,434,NOT AVAILABLE,Y
3879,-13573515.3241339,4482809.75344983,4002,40495128,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,574,SANTA CLARA,06085,USA,37.3128895300001,-121.932962749,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.scvmed.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,574,"LEVEL I, LEVEL II PEDIATRIC",Y
3882,-13465394.8776525,4857187.71818401,4005,35195971,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,PLUMAS,06063,USA,39.9397289630001,-120.961700253,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.pdh.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,Y
3884,-13380688.8783835,4768347.98451003,4007,48996160,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,72,NEVADA,06057,USA,39.3251073810001,-120.200773315,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.tfhd.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,72,NOT AVAILABLE,Y
3885,-13134348.3236674,3989033.36540257,4008,17392647,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,CA,92647,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,131,ORANGE,06059,USA,33.70331242,-117.987858461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hbhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,131,NOT AVAILABLE,N
3886,-13118245.5546778,4013645.89935036,4009,35092670,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,CA,92870,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,114,ORANGE,06059,USA,33.8870517450001,-117.843204826,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.placentialinda.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,114,NOT AVAILABLE,N
3887,-13117156.6266396,3995869.26197892,4010,52792705,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,282,ORANGE,06059,USA,33.7543838140001,-117.833422819,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.westernmedicalcenter.com,NOT AVAILABLE,WESTERN MEDICAL CENTER SANTA ANA,6,PROPRIETARY,-999,282,LEVEL II,Y
3888,-13279869.8489168,4345826.32746637,4011,22193291,KAWEAH DELTA MEDICAL CENTER,400 WEST MINERAL KING,VISALIA,CA,93291,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,403,TULARE,06107,USA,36.3278429150001,-119.295100564,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2013/10/15 00:00:00+00,http://www.kaweahdelta.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,403,LEVEL III,Y
3950,-13529899.8346809,4794434.67820854,4076,33295966,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,133,BUTTE,06007,USA,39.5061495950001,-121.541158141,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.orovillehospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,133,NOT AVAILABLE,Y
3953,-13060204.589527,4046454.71402187,4079,8492411,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,347,SAN BERNARDINO,06071,USA,34.1313643240001,-117.321813965,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.dignityhealth.org/san-bernardino/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,347,NOT AVAILABLE,Y
3958,-13053770.1447366,4035473.02015685,4084,25992354,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON STREET,LOMA LINDA,CA,92354,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,371,SAN BERNARDINO,06071,USA,34.0496668370001,-117.264012364,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://lomalindahealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,371,"LEVEL I, LEVEL I PEDIATRIC",Y
3959,-13047202.566288,4033699.17959074,4085,37092373,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BOULEVARD,REDLANDS,CA,92373,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,229,SAN BERNARDINO,06071,USA,34.0364630890001,-117.205014803,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.redlandshospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,229,NOT AVAILABLE,N
3960,-13057019.0359128,4099963.20160595,4086,52192392,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 ELEVENTH STREET,VICTORVILLE,CA,92395,NOT AVAILABLE,(760) 245-8691,GENERAL ACUTE CARE,OPEN,101,SAN BERNARDINO,06071,USA,34.528306419,-117.29319765,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://vvgmc.com/,NOT AVAILABLE,VICTOR VALLEY COMMUNITY HOSPITAL,6,NON-PROFIT,-999,101,NOT AVAILABLE,Y
3961,-13025135.3387228,3866214.44676552,4087,15591942,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE,LA MESA,CA,91942,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,528,SAN DIEGO,06073,USA,32.7805704360001,-117.006781525,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.sharp.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,528,NOT AVAILABLE,Y
3964,-13042197.5072854,3862356.82189799,4090,41292103,SCRIPPS MERCY HOSPITAL,4077 FIFTH AVENUE,SAN DIEGO,CA,92103,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,501,SAN DIEGO,06073,USA,32.7514306150001,-117.160053593,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.scrippshealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,501,LEVEL I,Y
3966,-13026961.4333346,3844837.93153654,4092,42091911,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,343,SAN DIEGO,06073,USA,32.6189760670001,-117.023185612,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sharp.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,343,NOT AVAILABLE,N
3968,-13041576.2605919,3868692.52178147,4094,42492123,SHARP MEMORIAL HOSPITAL,7901 FROST STREET,SAN DIEGO,CA,92123,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,656,SAN DIEGO,06073,USA,32.799284347,-117.154472839,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.sharp.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,656,LEVEL II,Y
3969,-13626526.335125,4550575.31370279,4095,6694133,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,CA,94133,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,54,SAN FRANCISCO,06075,USA,37.7954882780001,-122.409168763,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.chinesehospital-sf.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,54,NOT AVAILABLE,N
3970,-13443424.9650296,4629004.35604777,4096,47295642,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,52,AMADOR,06005,USA,38.350117009,-120.76434117,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.sutteramador.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,52,NOT AVAILABLE,Y
3973,-13651307.1185466,4615468.53075732,4099,34894954,PETALUMA VALLEY HOSPITAL,400 NORTH MC DOWELL BOULEVARD,PETALUMA,CA,94954,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,80,SONOMA,06097,USA,38.2546957970001,-122.631778328,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.stjosephhealth.org/about-us/facilities/petaluma-valley- hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,80,NOT AVAILABLE,Y
3975,-13574199.0561274,4634472.27400264,4101,21795688,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,140,SOLANO,06095,USA,38.388627662,-121.939104818,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,140,LEVEL II,Y
3977,-13607400.5130404,4597974.30684917,4103,48594590,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DRIVE,VALLEJO,CA,94589,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,102,SOLANO,06095,USA,38.1311838820001,-122.23735858,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.suttersolano.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,102,NOT AVAILABLE,Y
3978,-13337258.3195478,4087110.59909411,4104,14993111,GOLETA VALLEY COTTAGE HOSPITAL,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,CA,93111,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,52,SANTA BARBARA,06083,USA,34.4331333910001,-119.810629967,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.sbch.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,52,NOT AVAILABLE,N
3979,-13404328.3760915,4157251.38514372,4105,27493454,MARIAN REGIONAL MEDICAL CENTER,1400 EAST CHURCH STREET,SANTA MARIA,CA,93454,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,321,SANTA BARBARA,06083,USA,34.9511999280001,-120.413130536,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.marianmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,321,LEVEL III,Y
3984,-13432987.0293006,4606309.7596866,4110,27895249,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,CA,95249,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,48,CALAVERAS,06009,USA,38.1900595880001,-120.670575598,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.marktwainhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,48,NOT AVAILABLE,Y
3987,-13590981.1635528,4536893.72451908,4113,11594546,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,130,ALAMEDA,06001,USA,37.69830547,-122.089861054,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2021/05/24 00:00:00+00,http://www.edenmedcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,130,LEVEL II,Y
3988,-13609685.5074475,4554538.16142829,4114,19294611,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 W MACARTHUR BLVD,OAKLAND,CA,94611,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,315,ALAMEDA,06001,USA,37.823613263,-122.257885034,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,315,NOT AVAILABLE,N
